token,Mean_Abs_SHAP,Mean_SHAP,Frequency
moon,2.1418478761060058e-06,-1.925009058408357e-06,3
berbayar,2.135029462806415e-06,2.135029462806415e-06,1
lucu,2.113661183102522e-06,2.113661183102522e-06,1
den,2.100196229366702e-06,-1.865340659787762e-06,3
kon,2.0807023865927475e-06,-2.0807023865927475e-06,2
ede,2.0511965849436818e-06,2.0511965849436818e-06,1
amien,2.0422828529262915e-06,2.0422828529262915e-06,1
gara,2.0384340459713714e-06,2.0384340459713714e-06,1
ngak,2.0329141116235404e-06,-2.0329141116235404e-06,1
uu,2.031744787018397e-06,-2.031744787018397e-06,1
server,2.030170064244885e-06,2.030170064244885e-06,1
tenda,2.028501170570962e-06,2.028501170570962e-06,1
rd,2.0154761150479318e-06,2.0154761150479318e-06,1
ekonomi,2.0058349873579573e-06,-2.0058349873579573e-06,1
harian,2.0038158254465087e-06,2.0038158254465087e-06,2
diberi,1.9993238456663677e-06,1.9993238456663677e-06,1
kenyamanan,1.9970361099694857e-06,1.9970361099694857e-06,1
dr,1.99110340251274e-06,1.4605793702074921e-06,6
tengah,1.988056706977659e-06,-4.6096717960608655e-07,3
pemeriksaan,1.9870302130584605e-06,-1.968718359421473e-06,2
open,1.984520713449456e-06,-1.984520713449456e-06,1
bn,1.984408554562833e-06,-1.984408554562833e-06,1
musik,1.979400112759322e-06,1.979400112759322e-06,1
dibanding,1.9728822298930027e-06,1.9728822298930027e-06,1
ngeh,1.969726785318926e-06,1.969726785318926e-06,1
sampe,1.9685765146277846e-06,1.311643107328564e-06,3
tif,1.9528641132637857e-06,-1.9528641132637857e-06,1
ingnya,1.948643839568831e-06,-1.948643839568831e-06,1
aturan,1.940886886586668e-06,2.918286518251989e-07,2
ketakutan,1.9399521479499528e-06,1.9399521479499528e-06,1
dunia,1.935106800374342e-06,1.8834782422345596e-06,2
perkalian,1.9338731035531966e-06,1.9338731035531966e-06,1
roy,1.931332768435823e-06,-1.931332768435823e-06,4
kampus,1.9296618302178104e-06,-1.2878333182015923e-06,2
tp,1.9182409831725137e-06,-1.8817905615920297e-06,7
postingan,1.9143610770697705e-06,1.9143610770697705e-06,1
iii,1.9109912100248038e-06,1.9109912100248038e-06,1
plus,1.8901242593888332e-06,1.8901242573160542e-06,2
bingk,1.8807546075549908e-06,1.8807546075549908e-06,1
uk,1.8759992817649618e-06,-1.8759992817649618e-06,1
nikmati,1.8744234403129667e-06,1.8744234403129667e-06,1
seminggu,1.8615310327732005e-06,1.8615310327732005e-06,1
inc,1.8613434440339916e-06,1.8613434440339916e-06,1
kasi,1.852649642387405e-06,-1.852649642387405e-06,1
ayam,1.8472403862688225e-06,1.8472403862688225e-06,3
ing,1.843951788295328e-06,-5.066446465360241e-07,6
sengaja,1.8390570548945106e-06,1.8390570548945106e-06,2
gad,1.8282233213540167e-06,-1.3664473226526752e-06,4
keber,1.8194883086835033e-06,1.8194883086835033e-06,1
ny,1.8192577554145829e-06,-4.437272145878524e-07,3
terharu,1.8177485762862489e-06,-1.8177485762862489e-06,1
ric,1.8176628545916173e-06,1.8176628545916173e-06,1
ditemui,1.8111659410351423e-06,1.8111659410351423e-06,1
38,1.809794695873279e-06,1.809794695873279e-06,1
sal,1.8094467959599569e-06,-1.8094467959599569e-06,1
pak,1.8092537993652514e-06,-1.8092537993652514e-06,6
kocak,1.8011364882113413e-06,1.8011364882113413e-06,1
jangka,1.7888296642922797e-06,-1.7888296642922797e-06,1
gtu,1.7767236531653908e-06,1.7288294657191728e-06,2
aaaaa,1.7697465009405277e-06,-1.7697465009405277e-06,1
de,1.768881680618506e-06,-1.768881680618506e-06,1
roti,1.7628254718147219e-06,1.7628254718147219e-06,1
penolong,1.7550079428474418e-06,1.7550079428474418e-06,1
ganti,1.7535908264108002e-06,1.659150882915128e-06,3
minggu,1.750621318933554e-06,-1.750621318933554e-06,1
sembarangan,1.7487156801507808e-06,-1.7487156801507808e-06,1
honda,1.7331835551885889e-06,-1.6673967038514093e-06,2
ecil,1.7327320153223506e-06,1.7327320153223506e-06,1
tmn,1.7277253318752627e-06,1.7277253318752627e-06,1
ria,1.7143894692708272e-06,1.7143894692708272e-06,1
pahit,1.7095439325203188e-06,1.7095439325203188e-06,1
dil,1.706401031697169e-06,1.706401031697169e-06,1
buktikan,1.7027437369796354e-06,-1.7027437369796354e-06,2
kebijakan,1.7003751781885512e-06,-1.7003751781885512e-06,2
nga,1.6800730222712445e-06,-1.671767532116064e-06,2
antui,1.6744482854846866e-06,1.6744482854846866e-06,1
bru,1.6728838672861457e-06,1.6728838672861457e-06,1
suspensi,1.670290374022443e-06,-1.670290374022443e-06,1
nig,1.6700065025361255e-06,1.6700065025361255e-06,1
tambah,1.669768251304049e-06,1.669768251304049e-06,1
terakhir,1.669087607297115e-06,1.669087607297115e-06,1
tambahan,1.6637306689517573e-06,1.6637306689517573e-06,1
selesai,1.655797561397776e-06,1.655797561397776e-06,1
vidio,1.6495668969582766e-06,1.6495668969582766e-06,1
sl,1.6483576700920822e-06,1.0367083359597018e-07,4
tarik,1.6371782185160554e-06,1.6371782185160554e-06,1
sedikit,1.6290462817640797e-06,2.1076826759314249e-07,3
absolut,1.6287483013002202e-06,1.5037089033285157e-06,2
ll,1.6232302932621678e-06,1.6232302932621678e-06,1
pc,1.6180895618163049e-06,1.6180895618163049e-06,1
mengejutkan,1.6156969795702025e-06,1.6156969795702025e-06,1
doang,1.6032275921133987e-06,1.6032275921133987e-06,2
nyanyi,1.6031158447731287e-06,1.6031158447731287e-06,1
terselesaikan,1.5962188990670256e-06,1.5962188990670256e-06,1
if,1.5855756828386801e-06,1.5855756828386801e-06,1
samb,1.5847921167733149e-06,1.5847921167733149e-06,1
udang,1.5766643518873024e-06,1.5766643518873024e-06,1
uy,1.5731840976513923e-06,1.5731840976513923e-06,1
pedagang,1.5691757434979081e-06,1.5691757434979081e-06,1
tua,1.5680957658332772e-06,1.5680957658332772e-06,1
imo,1.5660191129427403e-06,1.5660191129427403e-06,2
ismail,1.5604446380166337e-06,1.5604446380166337e-06,1
mo,1.5551720564975362e-06,1.5315036222897512e-06,2
maaf,1.549062697967894e-06,-1.2937739962305943e-06,4
gon,1.5403987181343836e-06,-1.5403987181343836e-06,1
pinggir,1.538563556096051e-06,1.538563556096051e-06,1
cuci,1.5273145254468546e-06,-1.5273145254468546e-06,1
sound,1.5259361527896949e-06,-1.3972929875636005e-06,3
smp,1.5079132135724649e-06,-1.5079132135724649e-06,1
ill,1.5064225299283862e-06,1.5064225299283862e-06,1
kalian,1.498106896178797e-06,-1.498106896178797e-06,4
makmur,1.4952046913094818e-06,1.4952046913094818e-06,1
lenovo,1.488671827246435e-06,-1.488671827246435e-06,1
muak,1.4855558874842246e-06,-1.4855558874842246e-06,2
buruan,1.4846953854430468e-06,1.4846953854430468e-06,1
oo,1.4821162628019618e-06,1.446357258222027e-06,2
duet,1.4777085598325356e-06,1.4777085598325356e-06,1
thailand,1.4706793917866889e-06,-1.4706793917866889e-06,1
kk,1.4468401059275493e-06,-1.4468401059275493e-06,1
sate,1.4388707386387978e-06,-5.295109076541848e-08,3
over,1.4379428084607858e-06,-1.4333530790569054e-06,3
presiden,1.4304135764177772e-06,-1.4304135764177772e-06,3
bosen,1.4285122306318953e-06,1.4285122306318953e-06,1
lembut,1.4254297893785406e-06,1.4254297893785406e-06,1
properti,1.4249442174332217e-06,1.4249442174332217e-06,1
umpan,1.4090439872234128e-06,1.4090439872234128e-06,1
voc,1.4057085063541308e-06,1.4057085063541308e-06,1
tersangka,1.3910982524976133e-06,1.3910982524976133e-06,1
perlindungan,1.3904274674132467e-06,-1.3904274674132467e-06,1
provider,1.3857531521352938e-06,-1.3857531521352938e-06,1
pikir,1.3815567435813136e-06,-1.3815567435813136e-06,2
pn,1.3767187119810843e-06,-1.543412436149083e-07,3
ganteng,1.3750579673796892e-06,1.3750579673796892e-06,1
fo,1.3665602746186778e-06,1.3665602746186778e-06,1
sesat,1.3657196541316806e-06,1.3657196541316806e-06,1
diamond,1.3652025663759559e-06,1.3652025663759559e-06,1
klw,1.3646178704220802e-06,-1.3646178704220802e-06,1
panjang,1.3602591643575578e-06,1.3602591643575578e-06,1
keb,1.3527321279980241e-06,1.2866288016084581e-06,2
lupa,1.352547202259302e-06,1.352547202259302e-06,2
dps,1.3516970864743816e-06,1.3516970864743816e-06,1
said,1.3504257804015651e-06,-1.3504257804015651e-06,1
mengingat,1.3492768266587519e-06,-1.3492768266587519e-06,1
taman,1.346656667010393e-06,1.346656667010393e-06,1
pemak,1.3448542849801016e-06,-1.3448542849801016e-06,1
suaranya,1.3426975056063384e-06,1.3426975056063384e-06,2
polisi,1.3413587327401427e-06,-1.3403668596462619e-06,3
cak,1.3410249594016933e-06,-1.3410249594016933e-06,1
kun,1.3364595579332672e-06,-4.6801759890513496e-07,2
ingin,1.3311899710970465e-06,1.3311899710970465e-06,1
harganya,1.3309040805324913e-06,1.3309040805324913e-06,1
sad,1.3305948450579308e-06,1.3305948450579308e-06,1
makannya,1.3301407961989754e-06,-1.3301407961989754e-06,1
medsos,1.3299171332619153e-06,1.3299171332619153e-06,1
past,1.326548579527298e-06,-1.326548579527298e-06,1
udh,1.3237113271316048e-06,-1.3237113271316048e-06,1
raw,1.3225936054368503e-06,1.3225936054368503e-06,1
pastinya,1.318507464020513e-06,1.318507464020513e-06,1
sulit,1.3078543452138547e-06,-1.3078543452138547e-06,1
menerima,1.3072685615043155e-06,1.3072685615043155e-06,1
cash,1.297005743253976e-06,1.297005743253976e-06,1
internasional,1.2953041587024927e-06,1.2953041587024927e-06,1
terlalu,1.293050672882805e-06,3.93450953759157e-08,3
kambing,1.2926108283863868e-06,1.2926108283863868e-06,3
ul,1.290453194087604e-06,-5.564591010625008e-07,3
terburuk,1.2679908686550333e-06,1.2679908686550333e-06,1
lot,1.260788420283158e-06,1.260788420283158e-06,1
pemula,1.2571106417453847e-06,1.2571106417453847e-06,1
ij,1.2500567536335438e-06,1.2444414751371369e-06,3
ud,1.248706059413962e-06,-1.248706059413962e-06,2
ris,1.2466267835407053e-06,-1.2466267835407053e-06,4
nunggu,1.244290207978338e-06,1.244290207978338e-06,1
rutinitas,1.237677875906229e-06,1.237677875906229e-06,1
ak,1.2174194343970157e-06,1.995040656765923e-08,2
merdu,1.2081182212568819e-06,1.2081182212568819e-06,1
atlantik,1.2080910964868964e-06,-1.2080910964868964e-06,1
pd,1.205718068376882e-06,-1.147238628618652e-06,2
soft,1.1969215665885712e-06,1.1969215665885712e-06,1
salah,1.18706509238109e-06,-1.18706509238109e-06,4
age,1.1832308518933133e-06,1.1832308518933133e-06,1
dalem,1.1783361696870998e-06,1.1783361696870998e-06,1
takdir,1.176896163087804e-06,-1.176896163087804e-06,1
ange,1.1741860362235456e-06,1.1741860362235456e-06,1
inovatif,1.1706756777130068e-06,1.1706756777130068e-06,1
keliatan,1.1688682534440887e-06,5.701685331587214e-07,5
aman,1.1685601130011492e-06,-1.1685601130011492e-06,1
suara,1.166043772858679e-06,9.583175426506256e-07,3
netral,1.1652687153400621e-06,-1.1652687153400621e-06,2
ipar,1.1588036923058099e-06,-1.1588036923058099e-06,1
air,1.156228369445454e-06,1.129088231600907e-06,3
sp,1.1548775364644826e-06,-1.1548775364644826e-06,1
op,1.1537607430963202e-06,-1.1537607418123277e-06,2
satu,1.1500692523604346e-06,-1.1386346143645382e-06,4
anwar,1.1438065976108192e-06,1.1438065976108192e-06,1
humor,1.143772722571157e-06,-1.143772722571157e-06,1
usman,1.141687365816324e-06,1.141687365816324e-06,1
bor,1.1329350745654664e-06,-1.1329350745654664e-06,1
un,1.1292891795164906e-06,1.1292891795164906e-06,2
etis,1.1289486428722738e-06,1.1289486428722738e-06,1
cl,1.1240261592320166e-06,1.1240261592320166e-06,1
too,1.1190735967829824e-06,-1.1190735967829824e-06,1
lar,1.1187056952621787e-06,1.1187056952621787e-06,1
aks,1.1164969255332835e-06,1.1164969255332835e-06,1
brow,1.1104033110314048e-06,1.1104033110314048e-06,1
bumbu,1.0918812822637846e-06,1.0918812822637846e-06,2
osaurus,1.0808092192746699e-06,-1.0808092192746699e-06,1
dm,1.079746725736186e-06,1.079746725736186e-06,1
rekomendasi,1.0793563560582698e-06,1.0793563560582698e-06,3
responsif,1.0767003586806823e-06,1.0767003586806823e-06,1
berjalan,1.0718678604462184e-06,-6.4466424373677e-07,2
berlangganan,1.06959899130743e-06,1.06959899130743e-06,2
sens,1.0695388555177488e-06,-1.0695388555177488e-06,1
sebanyak,1.067363038600888e-06,1.067363038600888e-06,1
secara,1.06695268632393e-06,9.237722361831402e-07,3
ora,1.0665541340131313e-06,-1.0665541340131313e-06,1
pendidikan,1.0660204352461733e-06,-1.0660204352461733e-06,1
heav,1.0649306859704666e-06,1.0649306859704666e-06,1
kenyataan,1.0536718764342367e-06,1.0536718764342367e-06,1
dengerin,1.0514428722672165e-06,-1.0514428722672165e-06,1
rid,1.0445888983667827e-06,1.0445888983667827e-06,1
jl,1.0441346385050565e-06,1.0441346385050565e-06,1
any,1.0425039872643538e-06,-1.0425039872643538e-06,1
zul,1.0424573956697713e-06,1.0424573956697713e-06,1
malah,1.0386643771198579e-06,2.76470796961803e-07,6
ilmuan,1.0363953406340442e-06,1.0363953406340442e-06,1
dana,1.0332909114367794e-06,1.0332909114367794e-06,1
kanan,1.031707230140455e-06,1.031707230140455e-06,1
atta,1.0288687517459038e-06,1.0288687517459038e-06,1
ntar,1.026377074595075e-06,1.026377074595075e-06,1
mandi,1.0204419668298214e-06,1.0204419668298214e-06,2
bersaing,1.0178269076277502e-06,-4.396778458612971e-07,2
ngikut,1.0172507609240711e-06,-1.0172507609240711e-06,1
asah,1.0157995711779221e-06,-1.0157995711779221e-06,3
ditambah,1.0152083632419816e-06,1.0152083632419816e-06,1
tekstur,1.0093832534039394e-06,1.0093832534039394e-06,1
idi,1.008376908430364e-06,-1.008376908430364e-06,1
alan,1.0081943473778666e-06,-1.0081943473778666e-06,1
peningkatan,1.005807687761262e-06,1.005807687761262e-06,1
set,9.889532229863107e-07,9.889532229863107e-07,1
dh,9.81825651251711e-07,-9.81825651251711e-07,1
ikutan,9.816650781431236e-07,9.816650781431236e-07,1
banteng,9.816111196414568e-07,9.816111196414568e-07,1
usaha,9.792963865038473e-07,7.72168754338054e-07,2
negeri,9.682801796770945e-07,-9.615128051336796e-07,3
ha,9.623924415791407e-07,9.623924415791407e-07,3
penet,9.600368139217607e-07,9.600368139217607e-07,1
bogor,9.502223474555649e-07,9.502223474555649e-07,1
capek,9.473831785726361e-07,9.465456489124336e-07,2
he,9.401147653989029e-07,-9.401147653989029e-07,1
ember,9.36175521928817e-07,9.36175521928817e-07,1
berkualitas,9.359442634102026e-07,-9.359442634102026e-07,2
gambaran,9.309541565016844e-07,9.309541565016844e-07,1
pembahasan,9.270138179999776e-07,9.270138179999776e-07,1
panggung,9.264000909752213e-07,9.264000909752213e-07,1
kenapa,9.180438064504415e-07,-9.180438064504415e-07,1
bakso,9.05174427316524e-07,9.05174427316524e-07,1
sos,9.025947947520762e-07,-9.025947947520762e-07,1
drama,8.929653340601363e-07,8.929653340601363e-07,1
bunuh,8.902779518393799e-07,-8.902779518393799e-07,1
perusahaan,8.877378055720848e-07,-8.877378055720848e-07,2
real,8.787092156126164e-07,-8.787092156126164e-07,2
ic,8.770499734964687e-07,-5.129375895194244e-07,2
sini,8.731972375244367e-07,8.731972375244367e-07,1
kwkw,8.726139203645289e-07,-8.726139203645289e-07,1
leng,8.641927197459154e-07,-8.641927197459154e-07,1
tergabung,8.632956560177263e-07,8.632956560177263e-07,1
ajah,8.629225176264299e-07,-8.629225176264299e-07,2
lu,8.569073979742825e-07,7.405422511510551e-07,3
barak,8.479840325890109e-07,-8.479840325890109e-07,1
ditunjuk,8.442176476819441e-07,8.442176476819441e-07,1
ulu,8.335763122886419e-07,8.335763122886419e-07,1
nongol,8.33006895845756e-07,8.33006895845756e-07,1
jurus,8.309275872306898e-07,8.309275872306898e-07,1
kwk,8.292635029647499e-07,-8.292635029647499e-07,1
wajib,8.275371437775903e-07,8.275371437775903e-07,1
wajah,8.255942811956629e-07,-8.255942811956629e-07,1
prabowo,8.254046755869889e-07,-3.348179757917283e-07,6
nd,8.251823746832088e-07,-8.251823746832088e-07,1
sem,8.240021925303153e-07,8.240021925303153e-07,1
pi,8.219397866067832e-07,-8.219397853227908e-07,2
wan,8.212074026232585e-07,-8.212074026232585e-07,1
li,8.170900507442032e-07,-7.170673159028714e-07,6
rate,8.137061922752764e-07,8.137061922752764e-07,1
kotak,8.101252897176891e-07,8.101252897176891e-07,1
mengandalkan,8.091746447982066e-07,8.091746447982066e-07,1
keman,8.089895673037972e-07,8.089895673037972e-07,1
pilpres,8.024060407478828e-07,-8.024060407478828e-07,1
ijo,7.996890344657004e-07,7.996890344657004e-07,1
z,7.977704255027867e-07,7.977704255027867e-07,5
klu,7.955850451253355e-07,-7.955850451253355e-07,1
owo,7.946430305310059e-07,7.946430305310059e-07,2
seg,7.932929729577154e-07,-7.932929729577154e-07,1
diterapkan,7.880076791479951e-07,7.880076791479951e-07,1
int,7.830956237739883e-07,7.830956237739883e-07,1
nasi,7.82711140345782e-07,4.4338617590256035e-07,3
nir,7.822786938049831e-07,-7.822786938049831e-07,1
the,7.795436540618539e-07,-3.3241190249100326e-07,3
bus,7.780092128086835e-07,-7.780092128086835e-07,2
filter,7.776924030622467e-07,7.776924030622467e-07,1
ama,7.714597741141915e-07,-7.714597741141915e-07,1
kyk,7.644075631755446e-07,-7.590020504072267e-07,2
mudah,7.618594279039017e-07,7.618594279039017e-07,3
baterai,7.592256151838228e-07,7.592256151838228e-07,1
belok,7.582660036860033e-07,7.582660036860033e-07,1
btw,7.531071853009053e-07,-7.531071853009053e-07,2
penjara,7.481895876740704e-07,-1.7740748392368136e-07,4
menegakkan,7.427630116580985e-07,-7.427630116580985e-07,1
eri,7.425704825436696e-07,-7.425704825436696e-07,1
daripada,7.381557588814757e-07,7.381557588814757e-07,1
kiri,7.321622688323259e-07,7.321622688323259e-07,1
taun,7.308304011530708e-07,7.308304011530708e-07,2
jiwa,7.280024001374841e-07,7.280024001374841e-07,1
so,7.27234070569359e-07,-7.272340692853665e-07,3
ded,7.196310398285277e-07,7.196310398285277e-07,1
adalah,7.170447432404866e-07,7.170447432404866e-07,4
tugasnya,7.152201724238693e-07,7.152201724238693e-07,1
swt,7.149490556912497e-07,-7.149490556912497e-07,1
diri,7.101833180058747e-07,7.101833180058747e-07,1
gib,7.078327311319299e-07,7.078327311319299e-07,2
refl,7.045608872431331e-07,-7.045608872431331e-07,1
anda,7.016890816605435e-07,-4.79754082670507e-07,3
ampas,6.94876944180578e-07,6.94876944180578e-07,1
rival,6.901634891012994e-07,6.901634891012994e-07,1
berikan,6.889064788992982e-07,6.889064788992982e-07,1
che,6.808543694205582e-07,6.808543694205582e-07,1
hambanya,6.803266805945896e-07,-6.803266805945896e-07,1
wed,6.802677089581267e-07,-6.802677089581267e-07,1
ngomong,6.798449758207426e-07,-6.798449758207426e-07,1
kemah,6.793168722651899e-07,6.793168722651899e-07,1
apaan,6.790030456613749e-07,-6.790030456613749e-07,1
tin,6.765636062482372e-07,6.765636062482372e-07,1
cukuplah,6.75252053042641e-07,-6.75252053042641e-07,1
sadar,6.746849030605517e-07,6.746849030605517e-07,1
mirror,6.741543184034526e-07,-6.741543184034526e-07,1
mb,6.73154994728975e-07,-6.73154994728975e-07,1
diatur,6.70248962705955e-07,6.70248962705955e-07,1
inovasi,6.697228091070428e-07,6.697228091070428e-07,1
13,6.662356542673318e-07,-6.662356529833393e-07,2
am,6.632774893660099e-07,-6.632774893660099e-07,1
kaga,6.619615451199934e-07,-6.619615451199934e-07,1
rip,6.615974998567253e-07,-6.615974998567253e-07,1
takut,6.551815001460324e-07,3.439418817704011e-07,3
gambar,6.545604446728248e-07,6.545604446728248e-07,1
bas,6.505283381557092e-07,6.505283381557092e-07,1
gt,6.497108988696709e-07,-6.497108988696709e-07,1
herman,6.465402839239687e-07,6.465402839239687e-07,1
pengacara,6.44272229692433e-07,6.44272229692433e-07,1
bes,6.412017246475443e-07,6.412017246475443e-07,1
battle,6.410255518858321e-07,-6.410255518858321e-07,1
bermasalah,6.406524698832072e-07,6.406524698832072e-07,1
usah,6.40472695522476e-07,-6.40472695522476e-07,1
kepolisian,6.376477831508964e-07,-6.376477831508964e-07,1
waktunya,6.306797768047545e-07,6.306797768047545e-07,1
bk,6.290130622801371e-07,-6.253528626984916e-07,2
ser,6.28015935944859e-07,6.28015935944859e-07,1
ord,6.265922711463645e-07,6.265922711463645e-07,1
sana,6.2448407697957e-07,-6.2448407697957e-07,1
koruptor,6.230938852240797e-07,-6.230938852240797e-07,2
batangan,6.209050116012804e-07,-6.209050116012804e-07,1
otomotif,6.183192817843519e-07,-6.183192817843519e-07,1
adi,6.067314971005544e-07,-6.067314971005544e-07,2
magic,6.051684249541722e-07,6.051684249541722e-07,1
berarti,6.031185075698886e-07,-2.7259325361228547e-07,2
kur,6.020451110089198e-07,6.020451110089198e-07,1
toh,5.956745953881182e-07,-5.956745953881182e-07,1
wk,5.945228494965704e-07,-5.945228494965704e-07,2
touch,5.915838410146535e-07,5.915838410146535e-07,1
nu,5.896730472159106e-07,5.896730472159106e-07,2
comment,5.87710936088115e-07,-5.87710936088115e-07,1
space,5.873067281808129e-07,3.8896214455770164e-07,3
tegas,5.852806879374839e-07,-5.852806879374839e-07,3
ugm,5.839506629854441e-07,5.839506629854441e-07,1
semakin,5.813871066493448e-07,-5.029064741393085e-07,2
mung,5.780235005659052e-07,-5.780235005659052e-07,1
padahal,5.761137733012826e-07,-4.862332565001755e-07,2
mirip,5.740325359511189e-07,5.740325359511189e-07,1
familiar,5.738969339290633e-07,5.738969339290633e-07,1
me,5.733226353186182e-07,5.733226353186182e-07,1
list,5.731775891035795e-07,5.731775891035795e-07,1
dibunuh,5.684029601980001e-07,5.684029601980001e-07,1
dll,5.677499511875794e-07,-3.6902636293234537e-07,3
nas,5.669762467732653e-07,5.669762467732653e-07,1
suruh,5.660793103743344e-07,3.7941316259093583e-07,2
cd,5.599963114946149e-07,5.599963114946149e-07,1
hig,5.577816482400522e-07,-5.577816482400522e-07,1
lolos,5.577443625952583e-07,5.577443625952583e-07,1
tontonan,5.561463622143492e-07,5.561463622143492e-07,1
sat,5.537461256608367e-07,5.537461256608367e-07,1
tahan,5.534141746466048e-07,5.534141746466048e-07,1
kl,5.53178979834921e-07,-5.53178979834921e-07,3
lawan,5.51272627490107e-07,-4.6528747043339535e-07,2
bosan,5.504597429535352e-07,5.504597429535352e-07,1
pun,5.496084922924637e-07,-4.600948886945844e-08,2
beliau,5.484576558956177e-07,5.484576558956177e-07,2
durasi,5.456414073705674e-07,5.456414073705674e-07,1
bel,5.440406239358708e-07,5.440406239358708e-07,1
52,5.428856529761106e-07,5.428856529761106e-07,1
dikasih,5.417204524746921e-07,5.417204524746921e-07,2
innya,5.413078106357716e-07,5.413078106357716e-07,1
18,5.375857885423162e-07,-5.375857885423162e-07,2
bers,5.347582045942544e-07,5.347582045942544e-07,1
liberty,5.315113376127556e-07,5.315113376127556e-07,1
tinggalkan,5.297301977407187e-07,-5.297301977407187e-07,1
sn,5.280464574752841e-07,-5.280464574752841e-07,1
eee,5.228219270065892e-07,-5.228219270065892e-07,1
hm,5.222708496148698e-07,5.222708496148698e-07,1
great,5.198793751333141e-07,5.198793751333141e-07,1
half,5.191973395994864e-07,-5.191973395994864e-07,1
lambat,5.17603381013032e-07,-5.17603381013032e-07,1
ii,5.17529777425807e-07,5.17529777425807e-07,1
penguasa,5.148401469341479e-07,-5.148401469341479e-07,1
galak,5.060101138951722e-07,5.060101138951722e-07,1
erb,5.013241679989733e-07,5.013241679989733e-07,1
butuh,5.008765692764427e-07,5.008765692764427e-07,1
akk,5.001732060918585e-07,-5.001732060918585e-07,1
ip,4.982495705744008e-07,4.461689128393551e-07,2
ternak,4.92641149321571e-07,4.92641149321571e-07,2
murah,4.913735283480492e-07,-4.913735283480492e-07,1
cek,4.905246023554355e-07,-4.905246023554355e-07,2
undang,4.897433973383159e-07,4.897433973383159e-07,1
belanja,4.872625431744382e-07,4.872625431744382e-07,1
full,4.860010085394606e-07,4.860010085394606e-07,1
sejauh,4.858043794229161e-07,-4.858043794229161e-07,1
angin,4.842828093387652e-07,4.842828093387652e-07,1
ri,4.833172306462075e-07,-4.833172306462075e-07,3
ment,4.800405286005116e-07,3.657192219179706e-07,3
ug,4.772993561346084e-07,4.772993561346084e-07,2
el,4.7584784624632447e-07,-4.7584784624632447e-07,1
ow,4.708620035671629e-07,-4.708620035671629e-07,1
kmu,4.702532314695418e-07,-4.702532314695418e-07,1
kontroversi,4.6946137445047497e-07,4.6946137445047497e-07,1
biar,4.6857691299381804e-07,2.740568158114129e-07,6
emas,4.649479742511176e-07,-4.649479742511176e-07,1
hit,4.6157140604918825e-07,4.6157140604918825e-07,1
bagi,4.614073804987129e-07,-1.986192110052798e-07,2
kepada,4.603915094776312e-07,4.603915094776312e-07,2
wedding,4.60006690263981e-07,4.60006690263981e-07,1
jaman,4.5926639086246725e-07,4.5926639086246725e-07,2
repair,4.588464871631004e-07,-4.588464871631004e-07,1
sparepart,4.5866246364312246e-07,-4.5866246364312246e-07,1
terasa,4.574941704049706e-07,-4.574941704049706e-07,1
bod,4.555293708108366e-07,-4.555293708108366e-07,1
wis,4.539818182820454e-07,-4.539818182820454e-07,1
ramah,4.5264304935699326e-07,4.5264304935699326e-07,1
oph,4.497213521972299e-07,-4.497213521972299e-07,1
bibir,4.4853705912828445e-07,4.4853705912828445e-07,1
puy,4.4847313984064383e-07,-4.4847313984064383e-07,1
lho,4.483461161726154e-07,-4.483461161726154e-07,1
jadul,4.467541293706745e-07,4.467541293706745e-07,1
skrng,4.459892406885047e-07,-4.459892406885047e-07,1
bulat,4.459764240891673e-07,4.459764240891673e-07,1
always,4.434899601619691e-07,-4.434899601619691e-07,1
bagaimana,4.4303896358122493e-07,-4.4303896358122493e-07,3
kunjungi,4.388403322082013e-07,4.388403322082013e-07,1
ao,4.3699805610231125e-07,-4.3699805610231125e-07,2
bahwa,4.3636190457618796e-07,-4.3636190457618796e-07,1
bebas,4.298495769035071e-07,4.298495769035071e-07,1
box,4.270322315278463e-07,4.270322315278463e-07,1
berpendapat,4.270180070307106e-07,-4.270180070307106e-07,1
masalahnya,4.267461172275944e-07,-4.267461172275944e-07,1
tinggal,4.2189026595830606e-07,4.2189026595830606e-07,3
koh,4.2116108670597895e-07,-2.66298207861837e-07,2
jodoh,4.1885017890308517e-07,4.1885017890308517e-07,1
begitu,4.146304563619196e-07,4.146304563619196e-07,1
rati,4.1186366433976216e-07,4.1186366433976216e-07,1
hehe,4.079299276781967e-07,4.079299276781967e-07,1
mendukung,4.074483513250016e-07,4.074483513250016e-07,1
paparkan,4.0640948645886966e-07,4.0640948645886966e-07,1
hul,4.0600893407827243e-07,4.0600893407827243e-07,1
pelaku,4.0165432801586575e-07,3.9150029988377354e-07,2
adilan,4.0148987682187e-07,-4.0148987682187e-07,1
iiii,3.9913508226163684e-07,-3.9913508226163684e-07,1
siapa,3.983550400334934e-07,-2.8591355521712104e-07,4
prediksi,3.9771242639593157e-07,-3.9771242639593157e-07,1
mantan,3.931432765966747e-07,3.931432765966747e-07,3
dim,3.874980611726642e-07,3.874980611726642e-07,2
segera,3.8681245132465847e-07,3.8681245132465847e-07,2
beng,3.853843954857439e-07,3.853843954857439e-07,1
bj,3.810361013165675e-07,-3.810361013165675e-07,1
pemer,3.796568707912229e-07,-3.796568707912229e-07,1
stroke,3.783371139434166e-07,3.783371139434166e-07,1
chi,3.7687967460231195e-07,3.7687967460231195e-07,2
